job_title,company_name,company_locations,company_states,job_types,post_dates,salary,job_desc,job_req,skills,exp_lvl
Security Risk Advisor,Hytech Consulting Management Sdn Bhd,KL Eco City,Kuala Lumpur,Full-Time,2 months ago,RM10000 - RM20000,"About the Team
Engineering & Systems enables our business to achieve its goals and objectives by providing targeted support, governance and advisory services across our organisation. We aim to provide a standardised, simplified and integrated approach to the way we do business. Our core value comes from how our teams collaborate and partner with the business to deliver our support services. Success in our roles is achieved by influencing and innovating as well as listening and responding to the needs of the operating business units. 
What you’ll do","What you’ll bring
• Relevant tertiary qualifications or equivalent experience. 
• Security qualification such as CISA,CISM,CRISC,CISSP (desirable). 
• Certification in Security or Enterprise architecture framework such as COBIT,SABSA, TOGAF or Gartner (desirable). 
• Experience in a Security Architecture role including digital environments. ","
Control Objectives For Information And Related Technology (COBIT)",10 - 20 Years of Experience
TELEMARKETING EXECUTIVE (MANDARIN SPEAKER),Brandt International,Bangsar South,Kuala Lumpur,Full-Time,2 months ago,RM3000 - RM6000,"   Job Highlights :
Attractive Remuneration, offer up to RM6,000
Attendance Allowance, Language Allowance, Commission , EPF, SOCSO
Housing Allowance + Flight Ticket ( for Non-Malaysian)
Working Hours: 9a.m to 6p.m ( 5 days a week)","Candidate should possess an SPM, Diploma / Advanced Diploma, bachelor’s degree, or equivalent in any field
Preferably at least 1 year of related working experience in a Telesales/Collection
Experience in doing outbound calls.
Both fresh graduates and experienced applicants are welcome to apply
Able to work independently in a fast-paced environment
Good team player, positive attitude, and eager to learn
Fast learner and able to adapt to changes
Ability to multi-task, prioritize and manage time effectively","
Sales
Telecommunications
Telephone 
Telemarketing
Customer Service
Verbal Communication ",1 - 3 Years of Experience
Sales Operation Associate (Mandarin Speaker),StoreHub,Mutiara Damansara,Selangor,Full-Time,a month ago,RM3500 - RM4500,"Are you driven, results-oriented and a team player?
With 15,000 customers in over 15 countries, StoreHub's mission is to make business awesome for everyone by providing retail and restaurant businesses the technology and services they need to succeed.
At StoreHub, we believe that technology is essential for businesses to survive and thrive in today's fast-changing world. We also believe that equal access to technology is a fundamental right. That's why we’re committed to bridging this gap and making technology accessible to all, regardless of their background. By focusing on serving needs, not just profit, we level the playing field for those who have been marginalized. Our customers trust us with the success of their businesses, and we play to win by enabling everyone to build successful businesses.","What you will do:
Communicate with customers, make outbound calls to potential customers, and follow up on leads.
Handle and qualify inbound leads in order to set up meetings for sales executives to conduct product demos.
Understand customers' needs and identify sales opportunities.
Answer potential customers' questions and send additional information per email.
Develop a deep understanding of the StoreHub platform to help potential customers understand our products and services.
Keep up with the latest product updates and features.","
Sales
Business To Business
Cold Calling
Sales Prospecting",#NoExperienceNeeded
"Associate, Corporate Finance - MIDF Investment",MIDF Group,Kuala Lumpur,Kuala Lumpur,Full-Time,2 months ago,Undisclosed,"Apply now before it's too late. This job will only be available until 21st of January, Friday, 11:59PM.

1. Draft most Corporate Finance documents in accordance with authorities’ requirement and the internal processes.
2. Proof reading correspondence, reports and Corporate Finance documents.
3. Proper extraction of information from source documents including reports/letters prepared by other professional.
4. Organise and maintain proper documentation and filing of documents.
5. Execute and monitor the “Task” required in term of conditions of approvals, deadline, follow-up questionnaire imposed by authorities.","1. Candidate must possess at least a Bachelor's Degree, Post Graduate Diploma, Professional Degree in Finance/Accountancy/Banking, Business Studies/Administration/Management or equivalent.
2. At least 2 year(s) of working experience in Corporate Advisory/Corporate Finance/Audit or related field is required for this position.
3. Candidate with Capital Market Services Representative License (CMSRL) from Securities Commission will have an added advantage.",,1 - 3 Years of Experience
"Sales and Marketing, fresh graduate are welcome",Puretech Global Sdn Bhd,"Phileo Damansara, 1,",Selangor,Full-Time,2 months ago,RM2500 - RM3500," We Are Hiring
 We are a fast paced and growing company having service in more than 20 countries; We are looking for a visionary, inspiring and performance driven, person to join us. Our company is the Top 5 mobile vas company in Malaysia.
You will play an important role, such as:
As a sales executive (affiliate marketing) you are required to build the Company’s network and relationship with affiliate partners, create new growth opportunities and increase the return of investment. "," • Highly proactive and able to work under pressure. 
• Good in doing research and passionate in analyzing data for enhancement and problem solving. 
• Strong analytical and communication skills. 
• Able to work at a fast pace and highly flexible in a challenging and dynamic working environment. 
• A good team player that is able to work alone and with teams. ","
Communications
English Language",1 - 3 Years of Experience
Digital Content Creator,Xavier Mah Consultancy Sdn Bhd,Mont Kiara,Kuala Lumpur,Full-Time,24 days ago,RM2500 - RM4500,"Social media must be your WHOLE world.
Being a content king (or queen) is more than just posting consistently and praying that people like what you post. Just like a war strategist, every move you make on social media is well-researched, calculated, and planned.
This is one of the toughest jobs to have with the demanding requirements of having solid copywriting skills, content presentation and delivery skills, campaign experience, an analytical mind, and so much more. Tough as it may be, we assure you that the outcome will be rewarding and worthwhile.
What are you waiting for? Send us your resume now, you tough cookie!","Bachelor’s degree in Marketing, Mass Communication, Journalism or a relevant field
Must have at least 2 years of experience working as a Content Creator, Content Writer, Content Strategist, or a similar role.
Experience creating strong, engaging content.
Your content IQ is high and it shows through your content strategies - you know what works for us and our clients, and why
You must be a good communicator - you speak with clarity and know-how to convey messages effectively
A portfolio of applicable outputs
Experience in working with MS Office and design software (e.g. Illustrator, Photoshop, InDesign, etc.)
An understanding of SEO best practices, Social Media Marketing, and Email Marketing.","
Content Creation
Digital Content Strategy
Content Development
Digital Video
Videography
Photography
Video Editing
Copywriting
Creative Writing
Creative Design",1 - 3 Years of Experience
Web Developer,Pixl8,Glenmarie,Selangor,Full-Time,,RM3000 - RM6000,"We are looking for someone that is keen to progress their career as part of our development team. You will be experienced in web development and have an eye for detail. We look for web developers who are keen to explore the modern web development practices and grow with us as a part of our team.

Knowledge
Web application development
jQuery, HTML5 and CSS are a plus","Experience counts more than a 1st Class Hons in computer science. That said, if you have gone the academic route a good degree in a related subject will be valuable. If you haven’t then please point us at your portfolio, GutHub accounts or other open source contributions.


Your skills
Strong and diverse technical skills in Web development preferably with PHP, Java, Ruby on Rails or Coldfusion.
Strong analytical, problem-solving, and conceptual skills.",,1 - 3 Years of Experience
Senior/ Brand Communications Executive,Xavier Mah Consultancy Sdn Bhd,Mont Kiara,Kuala Lumpur,Full-Time,24 days ago,RM2600 - RM4300,"At Xavier Mah Consultancy, we strongly believe in “Stories Worth Telling”.
Telling compelling stories is the core of what we do every single day for our clients. With engrossing content and emotional engagement, we are transforming unheard brands into the talk of the town, one story at a time. 
As a specialist in bespoke property PR, we offer integrated branding, content and media relations services to our real estate clients. Established in 2011, we have also ventured into various undertakings that have built our expansive and versatile portfolio outside the real estate industry, like lifestyle, beauty, F&B and many more.","Candidate must possess at least Bachelor’s Degree in Mass Comm/Public Relations, Marketing or equivalent
At least 1-3 years of working experience in a similar field
Excellent command in English - both orally and in writing
Great interpersonal skills - because we get lonely sometimes and would like to make new friends!
Creative in devising a strategy and campaign ideations
Outline fresh and intriguing story angles that the media would love to pick up
Experienced in dealing with the press/ media
Effectively strategise and execute campaigns and events, be it online or offline","
Public Relations
Brand Strategy
Content Creation
Public Relations Campaigns
Brand Management
Social Media Content
Copywriting
Canva (Software)
Proposal Writing
Creative Writing",10 - 20 Years of Experience
Inside Sales Coordinator,StoreHub,Mutiara Damansara,Selangor,Full-Time,24 days ago,RM3500 - RM4500,"Are you driven, results-oriented and a team player?
With 15,000 customers in over 15 countries, StoreHub's mission is to make business awesome for everyone by providing retail and restaurant businesses the technology and services they need to succeed.
At StoreHub, we believe that technology is essential for businesses to survive and thrive in today's fast-changing world. We also believe that equal access to technology is a fundamental right. That's why we’re committed to bridging this gap and making technology accessible to all, regardless of their background. By focusing on serving needs, not just profit, we level the playing field for those who have been marginalized. Our customers trust us with the success of their businesses, and we play to win by enabling everyone to build successful businesses.","What you will do:
Communicate with customers, make outbound calls to potential customers, and follow up on leads.
Handle and qualify inbound leads in order to set up meetings for sales executives to conduct product demos.
Understand customers' needs and identify sales opportunities.
Answer potential customers' questions and send additional information per email.
Develop a deep understanding of the StoreHub platform to help potential customers understand our products and services.
Keep up with the latest product updates and features.","
Business To Business
Inside Sales
Cold Calling
Sales",2 - 3 Years of Experience
Social Media Manager,Angstrohm Digital Sdn Bhd,Mont Kiara,Kuala Lumpur,Full-Time,24 days ago,RM6000,"Are you a social media guru with a passion for crafting compelling content that makes a splash? Look no further! We are seeking a dynamic and creative Social Media Manager to join our team and take our client's social media presence to the next level.
As our Social Media Executive, you'll have the opportunity to flex your creative muscles and bring your unique perspective to our client's brands. From developing and executing engaging social media campaigns to analyzing data and tracking trends, you'll play an integral role in shaping their online presence.
We're not just looking for any old social media pro – we want someone who is bold, imaginative, and unafraid to take risks. You'll need to be a true digital native, with a keen eye for design and a finger on the pulse of what's trending in the world of social media.","Job Requirement: 
Bachelor’s degree in Marketing, Advertising or any relevant field
At least 2 years managerial experience and minimum overall 5 years in social media marketing with proven track record in growing and retaining social audiences.
Solid understanding of performance marketing, conversion, and online customer acquisition
Knowledge of the latest social media trends and an avid user of social media
Strong hands-on experience across of key tools including Facebook Business, Facebook Ads Manager, Google Analytics, etc","
Social Media
Social Media Marketing
Social Media Management
Social Media Strategy
Social Media Content
Social Media Campaigns
Social Media Advertising
Social Media Monitoring
Social Media Trends",4 - 7 Years of Experience
"NGC Consultant (sales basic comm, trailer comm, performance bonus)",Next Generation Consultancy (NGC),"The Boulevard Offices, Midvalley",Kuala Lumpur,Full-Time,,RM3600 - RM5000,"About Next Generation Consultancy
Next Generation was founded in 2021 with the aim to help the Malaysian communities on wealth management. In the modern era, many people are struggling in terms of financial and budget issues due to insufficient exposure to wealth management. 
We're here to bring forth the new way of channeling your short term and long term goals. Through our years of experience, we want to  help and  stabilize your wealth while letting it nurture and grow too! 

Overall: As a Wealth Consultant, you would need to have the aim to help people in building their wealth. Be someone who truly cares about the people too! ","Perks and Benefits:
If you hit your performance KPIs, we eventually will consider sponsor you RFP/ CFP
Personal sales commission, performance bonus, trailer benefits/ commission (salespeople perks and benefits!) 
NGC financing support/ scheme (by interview & only offer to shortlisted candidates only) 
Incentive trips
Flexi-hour and work-life balance! We ensure our staffs have their own priority to learn and grow. ",,10 - 20 Years of Experience
Junior PHP Developer,TECH TREE SDN BHD,Mont Kiara,Kuala Lumpur,Full-Time,,RM3500 - RM7000,"""We are a company that concern about your career growth""
About Tech Tree Sdn Bhd :
Tech Tree Sdn Bhd is a IT company that provides digital solutions for e-commerce website, mobile applications and digital strategy planning. The core mission of the company aims to assist and educate malaysia entrepreneurs leveraging on the online features for business growth, at the same time, to incubate the young generations with practical skills and experiences.
Benefits :","At least 1 year of PHP development experience (Fresh Graduate is welcomed as well)
Familiar with LAMP, PHP, Bootstrap, Vue, JavaScript, JQuery, HTML, CSS
Familiar with Laravel Livewire is a plus
Familiar with PHP Laravel framework
Familiar with Mysql database and Redis/Memcache
Able to communicate in English and Mandarin",,#NoExperienceNeeded
Community and Events Executive,Smobble,"Bandar Utama, Petaling Jaya",Selangor,Full-Time,25 days ago,RM2700 - RM4500,"To support Events Manager but will also lead their own live and virtual event. They will also be responsible for managing the support and logistics of the events and have the passion to support our participants and community. They will work well in a team as they do on their own and be happy to undertake administrative tasks as well as more complex projects.
Responsibilities
● To support the Events Manager to reach the monthly target set through events, training
and programs.","BS/BA in Events, Business, Marketing, Communications, or a related field
 Highly motivated fresh graduates with good drive and a willingness to learn  
Good knowledge with Gmail, Google Documents, Google Drive
Experience in email management and customer management software
Ability to write and design emails and social media posts for events
Available to travel for week-long periods about three to five times per year and lift heavy things
Ability to multitask, be detailed oriented and organized while meeting tight deadlines under pressure and driving teams","
Verbal Communication 
Email Management
Event Management
Event Planning
Google Drive
Google Docs
Google Sheets",1 - 3 Years of Experience
Web3 Blockchain Engineer,ReGov Technologies Sdn Bhd,"Ara Damansara, PJ",Selangor,Full-Time,2 months ago,Undisclosed,As our Blockchain application Engineer you’ll be responsible for developing Web3 Identity applications based on Hyperledger toolskits such as Aries and Indy libraries on top of languages such as Python or NodeJS. You will write clean controllers and business logic for diverse use cases. You will architect and implement Identity wallet and its interfaces with secure API endpoints.,"6 to 15 year’s overall software engineering experience
Experience with Hyperledger Aries, Indy or other Web3 protocols and libraries
Proven hands-on experience working on Web3 Identity wallet development and blockchain integration
Involved in the research, design, development, and testing of productive blockchain implementation
Understanding of cryptography, including asymmetric, symmetric, hash functions, and encryption/signatures
Implementing concepts such as blockchain confirmations, multisig, and HD wallets
Developing custom-built Web3 Identity wallet application with APIs
Integrate Web3 Identity wallet with other technologies and stacks",,#NoExperienceNeeded
Marketing Manager,Ministry XR,Mont Kiara,Kuala Lumpur,Full-Time,,RM5000 - RM7000,"  WHAT YOU WILL BE DOING
Strategize PR & branding for key products and plan go-to-market strategy by building on product messaging and positioning, conduct competitor analysis, market research, communicate unique value propositions etc.
Manage enquiries and conduct product presentations.
Collaborate with multiple stakeholders (clients, project management, engineers) to ideate and develop effective solutions.","  Proactive candidates may visit our website Career page to download the Employment Application form and submit to gowrii@ministryxr.com 
✓ Minimum of 5 years professional work experience
✓ Graduate or Bachelors’ degree in business, marketing, technology, or any related field (MBA preferred)
✓ Demonstrated success strategizing and launching excellent marketing campaigns preferably digital marketing campaigns","
Team Leadership
Technical Support
Organizational 
Persuasive Communication
Creativity",1 - 3 Years of Experience
Life Insurance Adviser,Noble InsurePreneurs,Petaling Jaya,Selangor,Part-Time,,Undisclosed,"You will reach out to create awareness on life insurance planning, but before that we will teach you what you need to know.
 
If you are a good follower, we assure you the following benefits:
- Unlimited Income potential
- Flexibility to choose working hours & location of work
- Multiple Bonuses, Free Travel incentives & Stage Recognitions
- Build & Lead your own Team 
 -Guaranteed & clearly shown pathway to promotions

 
- Highly sustainable as a business due to essentiality of product & it has been time-tested against many recessions as well as a pandemic.",#NAME?,,4 - 7 Years of Experience
Senior Software Engineer,LAURELSOFT (M) SDN BHD,Kuala Lumpur,Kuala Lumpur,Full-Time,,RM18000 - RM20000," Work as part of PB Application support team providing coverage to SG based users from 6am to 7pm in rotating shifts. Also need to work on weekends and public holidays.  Monitor PB batch (intra-day and EOD) , investigate BAU issues raised by users including data investigation spanning multiple systems.  Working with business stakeholders on application availability, enhancements and improvements, primary responsibility being application stability and service to users.  Do proper Root Cause analysis for all incidents reported for the applications and share the findings with application and Business teams.  To ensure support unit is able to meet the establish SLA and process of escalation.  Work with IT Infrastructure and IT Security Teams to ensure patching activities are up to date without any delay.  Understand functional aspect of user queries (RTB/CTB) and provide technical translation and solution.  Identify and develop improvements and automation to streamline RTB support IT operations and monitoring  Participate in Department and other related project meetings (when necessary) and provide business/technical/application suggestions/solutions.  To regularly update management via established reporting templates and interval (e.g. monthly ad yearly) for support, development and projects. ","  Any professional certificate whether as business analyst/ architect/ technical/ transaction banking areas and project management related certifications like PMP or ITIL certified etc. 
 General Competencies & Skills - 
Private Banking knowledge mandatory, familiar with market standard applications Temenos, Avaloq. - Detail orientated with strong stakeholder and customer focus - Able to work independently, confident to meet demanding users. - Strong verbal and written communication skills - Excellent interpersonal / stakeholders’ management skills ",,1 - 3 Years of Experience
Creative Executive - Video Editor & Videographer,Forward Pace.,Petaling Jaya,Selangor,Full-Time,,RM3000 - RM3200,"We’re a quickly growing eCommerce SME, utilizing major social media platforms as our business arena. We launch potentially winning products as high-budget social media ads to the West with an intelligent collab between our marketing and creative team and grow it into a winner. Some months we'll be testing over 50 products in our Arts & Crafts, Traveling, Camping, Home Safety (and other) stores. Some months we take 5 winning products, going all out in making it the best possible version of itself. We move the needle forward and value the talent with rewards.

Creativity is finding useful solutions to novel problems or finding novel useful solutions to the same problems. It’s also using imagination for being inventive. We're looking for someone who’ll enjoy product shooting/editing. You'll often have to let go of attachment for what you create because another version might be more effective. That’s why you'll hear the word ""test"" uncountable times every day.","Have to have skills
BA/BSc/Professional Diploma in Broadcasting, Film Studies/Cinematic Arts, Advertising/Media, Mass Com., Production, or related fields.
Video Editing (Adobe Premier Pro) & Photo Editing (Adobe Photoshop)
Solid Videography & Photography skills
Strong Work Ethics (productivity, responsibility, accountability)
English language fluency (for all communication purposes)
High Achiever (Strong Highschool & University results/Winner in Any Competition/Past Scholarship Holder/Dean List) ",,#NoExperienceNeeded
Customer Success Excutive,Heroes,Summit Usj Mall (Subang Jaya),Selangor,Full-Time,3 months ago,RM3500 - RM5500,"Job Description
Identify and implement strategies to improve the overall customer/merchant experience and customer/merchant retention across the Accessible Education Group.
Working closely with all departments to ensure the best care and services are provided to customers/merchants.
Manage day-to-day operations in the customer service department to ensure it runs smoothly and efficiently.
Overseeing and managing include training staff members to provide the highest standards of customer service and ensuring that all company policies related to customer service is adhered to within Accessible Education Group.","Core skills and experience:
Customer service experience and a customer-centric attitude.
Analyze situations to define issues and draw conclusions.
Excellent time-management skills with the discipline to handle multiple tasks and adapt quickly.
Thorough knowledge of (or eagerness to learn about) the company’s products and their capabilities.
Technical aptitude and the ability to understand and explain complex concepts in simple terms.
Great interpersonal and relationship-building skills.","
Customer Service
Communications
Management
Time Management
Workflow Management
Creative Problem-Solving
Analytical 
Teamwork",#NoExperienceNeeded
Event Operations Staff,Ticket2U Sdn Bhd,TTDI,Kuala Lumpur,Full-Time,a month ago,RM1500 - RM2000,"·      Exposed to various events type like, cooperate event , entertainment event , conferences , be it locally / oversea
·      Experience the fun, young, open-minded working environment
·      Allowance for weekend and public holiday work
Job Description
The candidate would have to work both event and clerical task on office or on event site .","Proven admin or assistant experience will be added value
Computer literacy skills is a must , operation basis software and Microsoft office
Proficient in MS Office especially in Excel
Excellent time management skill and ability to multi-task and prioritise work
Attention to detail and problem solving skills
Willing to learn & fast learner
Strong organisation and planning skills
Excellent written and verbal communication skills","
Computer Literacy
Microsoft Excel
Critical Thinking
Troubleshooting (Problem Solving)",1 - 3 Years of Experience
Head of Marketing,SYCARDA - Innergia Labs Sdn Bhd,Mid Valley City,Kuala Lumpur,Full-Time,2 months ago,RM7000 - RM8000,"We are looking for a Head of Marketing who’ll lead all our marketing activities from social media and digital campaigns to advertising and creative projects. 
Head of Marketing responsibilities include developing plans to help establish our brand, allocating resources to different projects and setting short-term and long-term department goals. If you’re a skilled Marketing strategist, able to inspire your team members, we’d like to meet you. 
Ultimately, you will run our Marketing department in ways that promote higher profitability and competitiveness.
ROLES & RESPONSIBILITIES","WORK EXPERIENCE REQUIREMENTS
Work experience as Head of Marketing or leading a team.
Experience running successful marketing campaigns.
Solid knowledge of web analytics and Google Adwords and SEO.
Experience with CRM software (preferably but not necessary).
Copywriting experience.
Leadership skills with the ability to set and prioritize goals.","
SEO Copywriting
Customer Relationship Management (CRM) Software
Marketing Strategies",#NoExperienceNeeded
Cloud Engineer / System Administrator,Claritas Consulting Asia,Jaya One / Petaling Jaya,Selangor,Full-Time,,RM3500 - RM7000,"You will be responsible for system administration for our infra, servers, application and database on-cloud (Google Cloud, AWS) and on-premise.

Configure, monitor and maintain our cloud infrastructure (Google Cloud, AWS).
Configure, monitor and maintain our cloud servers (Windows, Linux) & databases (production, staging).
Manage and maintain our IT & digital assets (licenses, subscriptions, hosting, domains, development software etc).
Support, troubleshoot and monitor our cloud services (VPC, DNS, load balancer, endpoint protection).
Manage login access to cloud environment (production, staging), development tools & various external systems.
Perform regular IT security patches and system upgrades.","Preferably graduates from computer science, computer engineering or related fields.
At least 1 year of experience in system administration, cloud operations and/or IT support role. 
Familiar with Microsoft 365 and Windows OS configuration, maintenance, monitoring.  
Familiar with Linux commands and CentOS configuration, maintenance, monitoring. 
Familiar with cloud services (GCP, AWS) and scripting languages (python, Shell).
Familiar with network protocols, mail server, firewall, DNS, CDN and load balancing.
Experience in Google Cloud, AWS and/or any cloud infra & services is an added advantage.
Experience in Crowdstrike and/or any EDR endpoint protection solution is an added advantage.",,#NoExperienceNeeded
IT Senior Manager,ThunderQuote,"SS15, Subang Jaya",Selangor,Full-Time,a month ago,RM10000 - RM15000,"Senior Manager (IT Consulting & IT Implementation Services)
As ThunderQuote expands as an organization, we are now looking for a suitable candidate to lead our team of IT professionals in developing and implementing technology solutions that supports our business goals. 
This position will report into the Managing Director and to be accountable to the following: 
Key accountabilities of the role:","What does it take to succeed in this role? 
Minimally a bachelor’s degree in a STEM-related field is required; advance degree, such as an M.B.A., is preferred. Certifications across AWS, MSFT, GCP and Alibaba would be an advantage. Broader Computer Science and Cloud/Data certifications and academic experience will also strengthen candidacy. 
Minimally 8-10 years of experience in technology services. The ideal candidate might currently be in a mid to senior leadership position within:
A technology strategy consulting/advisory firm including audit-consulting or strategy houses;
Global technology services firm or niche mid-scale cloud engineering/delivery and advisory firm;","
Information Technology
Technology Solutions
Technical Training
Cloud Computing
Information Technology Consulting",#NoExperienceNeeded
Assistant IT Support Manager,Hiredly X,Kuala Lumpur,Kuala Lumpur,Full-Time,,RM6000 - RM7000,"Responsible in managing overall IT Support team activities.
Manages and analysis the technical support team in product delivery within time frame and minimize the overall customer service costs.
Manages and provides feedback to Management regarding customers issues and resolution to improve customer support and satisfaction.
Ensure the smooth operations between the team and Procurement team to meet customers’ deadline.","Candidate must possess minimum Diploma in Computer Science or equivalent.
At least 5 years of working experiences in the related field including managing a team.
Excellent interpersonal relations skill and demonstrated ability to work effectively with others in a team
Independent and efficient in executing and overseeing assigned tasks.","
Computer Science",1 - 3 Years of Experience
Inventory and Supply Chain Executive,Mossery,Petaling Jaya,Selangor,Full-Time,a month ago,RM2500 - RM5500,"We are looking for a passionate and driven individual who shares our values of Growth and Teamwork to make an impact on the creative community. As part of our team, you will work closely with our founders and designers to impact the creative community. Our mission is to inspire creativity and bring positive change to the printing and stationery industry, and we welcome you to be a part of it.
Develop and implement supply chain strategies to optimise inventory levels, reduce lead times, and enhance efficiency.
Collaborate with internal stakeholders, including production, sales, and finance teams, to forecast demand and ensure timely delivery of goods.
Source and evaluate suppliers based on quality, delivery, and cost parameters.","Bachelor's degree in Business Administration or a related field.
At least 3 years of work experience.
Strong communication skills and fast learner.
Excellent attention to detail.
Analytical mindset with the ability to analyze complex data and identify trends and patterns.
Understanding of inventory management, logistics, and procurement principles.
Ability to work independently and collaboratively as part of a team.
Proficiency in Microsoft Excel/Google Sheets and supply chain management software.","
Supply Chain Management
Inventory Control
Stocks (Inventory)
Procurement
Operations
Leadership",1 - 3 Years of Experience
Application Engineer,Codetrace Sdn Bhd,Puchong/ Shah Alam,Selangor,Full-Time,,RM3800 - RM4500,"Algorithm’s comprehension, planning, development, testing, and monitor practical runs in customer site. On following fields: Image Processing, Basic Machine Learning, Basic Optimization.  
Data analysis on data collected from customer site for various purposes (e.g. repeatability & reproducibility study, trend observation).  
Responsible to develop new features and apply it at customer sites to ensure success of implementation.  
Work together with internal & external Customer on issue that required R&D Engineer assistances. "," Candidates must possess at least a Bachelor's Degree, Post Graduate Diploma or Professional Degree in Engineering (Mechanical) or equivalent  
Candidates are good to have Machine Vison knowledge, Automation-Knowledge and Electrical knowledge and hands on. 
Minimum 1-2 years working experience & knowledge in any related vision system development/ Image Processing/ Optics/ Artificial Intelligence/ Neutral Network/ vision control/ basic mechanical. (Machine automation experience are an added advantage) 
Fresh graduate are encourage to apply 
Technically inclined in software development or programming ",,1 - 3 Years of Experience
Customer Service Consultant,Kim's Chiropractic,SS2,Selangor,Full-Time,2 months ago,RM2500 - RM5000,"Dear Customer Service Consultant,
We’re looking for a sharp, hungry and switched-on sales warrior to join our team.
A motivated, competitive go-getter, who is ready to scorch the earth with their superhuman sales ability.
Someone who is constantly hungry for more.
Someone who is looking for a role where they can truly realise their potential...","1) Secondary education at least. Prefer Pre-U, Diploma or Degree in any fields
2) Fluent in English and Malay
3) Candidates with experience in sales, telemarketing, service and hospitality is preferred
4) Friendly and approachable with an outgoing personality
5) Have drive in sales and passionate in earning more","
Retail Sales
Hotel Industry
Sales
Customer Service
Customer Retention
Friendliness
Aesthetics
Health And Wellness Coaching
Sales Support
Sales Prospecting",#NoExperienceNeeded
Business Development Executive,Click It Technology Sdn Bhd,Binjai8 Premium Soho,Kuala Lumpur,Full-Time,,RM2500 - RM3500," Responsibilities:
To develop overall business strategies and evolve business models for revenue and profit growth.
Assist in marketing strategy and being able to manage digital platform (e.g. Twitter and Disccord).
Carry out all phases of the business development including prepare of business proposal, making presentation and project implementation.
Personally or professionally involved in the Blockchain industry.
Execute ad-hoc tasks assigned by the manager.","Requirement:
At least 1 to 3 years working experience in similar capacity
Experience and knowledge in the crypto industry is a plus
Language Proficiency: B. Malaysia, English & Mandarin
Able to multi-task and work under pressure.
Great interpersonal, presentation and communication skills, must be competent and proficient in English","
Sales
Communications
Marketing Strategies
Data Analysis
Project Management",4 - 7 Years of Experience
Business Development & Partnerships Manager,AVANA,Ara Damansara,Selangor,Full-Time,,RM4500 - RM7000,"Job Description
We are looking for a go-starter who is passionate about finding and working with partners, to develop strong sustainable relationships for their personal growth and the growth of AVANA. 
This role will give you the opportunity to learn how to build effective partnerships; plan, manage and communicate with different stakeholders. 

You should be organized, a clear communicator, a problem-solver, and willing to work smart. If you believe that you could be a strong team member that could help us foster great partnerships, apply now!

Duties & Responsibilities:","Hold a bachelor's degree from a reputable university.
Have an existing network of partners that cater to the same target audience as AVANA (great to have).
Min. 4 years experience in the same fields preferably experience in startup (SME’s industry will be a PLUS).
Strong analytic skills and data-driven thinking.
Fluency in English and Bahasa Malaysia.
A problem solver with good communication skills.
Have good knowledge of social media and eCommerce.
Attention to detail and resourceful in solving problems.",,1 - 5 Years of Experience
Management Associate Program,Human Inc,"D6 Office @ 801 Jalan Sentul, Sentul, 51000",Kuala Lumpur,Full-Time,2 months ago,RM2900 - RM3000,"Human Inc’s Management Associate Programme aims to shape future leaders in the innovative consulting industry. This 12 months (with an option for a further 12 months) development programme allows you to rotate across our teams in Delivery & Operations. As one of the key drivers of our business you will be responsible for supporting the implementation of various strategic initiatives while learning & working closely with the team, partners as well as vendors. You will be exposed to the following important aspects of the organization: 
Support in the project management, development & implementation of the organization’s strategy through business units, partners as well as vendors.
 ","Fresh graduates with a Bachelor’s or Master’s Degree in any business-related field (Design Thinking, Agile, Finance & Economics preferred)
  Possess less than 2 years working experience
  Must be fluent in English (written & spoken) and ideally another language/dialect
  Communicates & articulates well in holding discussions
 ","
Design Thinking
Agile Methodology
Innovation
Consulting
Project Management",1 - 15 Years of Experience
Automation Test Analyst,LA KWAN Consulting,Kuala Lumpur,Kuala Lumpur,Full-Time,,Undisclosed,"   Identifying and selecting the automation test cases
Applying various designs and documenting the automation test strategy
Creating an automation test plan and getting approval
Automating the design of a framework
Implementing it as per the structure of the project
Creating, enhancing, debugging, and running the test cases","   Only Malaysians need to apply
Candidate must possess at least a Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree, any field.
At least 3 years to 5 years of working experience in Automation Testing with Hands-on experience in both open source and licensed automation tools, preferably in TOSCA, Selenium.
Understand SIT, UAT, interface testing, regression and end-to-end testing.",,10 - 20 Years of Experience
